 customer_id,gender,age,income,tenure_months,monthly_spend,num_tickets_raised,membership_tier,churn
091206965,F,64,159996,10,113515,10,gold,true
104922204,F,23,79731,21,145441,2,bronze,false
242272816,F,57,183319,7,122889,1,silver,true
091101455,F,54,166763,8,186021,9,silver,true
113118012,M,69,164107,13,188699,3,silver,true
091905130,M,50,73338,21,73549,5,silver,true
021207413,F,27,71525,9,185643,4,gold,false
083900363,M,19,173054,7,108679,9,bronze,true
113120291,F,22,194985,5,161648,6,gold,false
031307468,M,49,46677,9,159696,2,gold,false
267084131,F,38,152862,1,87731,3,silver,true
101101662,M,23,79672,13,153020,6,gold,true
061000146,M,55,48941,19,187165,3,bronze,true
043306855,M,69,62887,17,158468,8,bronze,true
111312739,F,63,170228,10,68587,2,bronze,true
114921842,M,22,93883,8,90080,3,gold,false
104112409,M,64,49353,20,125393,8,bronze,false
091804147,F,54,54025,16,82594,4,bronze,false
101115111,M,69,145810,6,54186,7,silver,true
053102463,M,44,142662,10,147888,1,bronze,true
044115760,F,31,128919,14,207275,7,gold,false
062003977,F,54,46543,7,46228,4,silver,true
011101752,M,36,54871,23,62166,2,silver,true
211370587,M,29,152883,15,209785,4,silver,false
107003298,F,30,81250,4,104264,10,bronze,false
063115437,F,65,194523,22,58128,7,gold,false
091800293,F,51,124926,4,120383,5,silver,true
063114742,F,43,168529,18,176701,4,silver,false
042174509,M,24,197458,5,201328,5,silver,true
071918309,F,64,147003,11,197963,9,silver,false
254070132,M,68,196816,20,155053,10,bronze,false
091901338,M,62,143968,13,98220,4,gold,false
211174136,M,63,165986,21,134618,10,gold,false
084004284,M,68,45845,21,76936,4,gold,false
122043482,F,55,189279,2,52727,1,gold,true
092001512,F,29,96487,14,70057,6,gold,true
031205955,M,45,34808,23,128852,6,silver,false
043315561,F,18,41513,7,128683,8,silver,true
271080325,F,26,105060,18,105498,5,silver,true
043308277,F,45,32391,9,40284,1,gold,false
125108272,M,40,39460,19,51759,10,gold,true
072404786,F,27,126130,22,73357,3,bronze,true
011201335,M,65,102172,7,51320,3,silver,true
063015537,F,49,175771,18,129572,6,gold,true
251473091,F,47,185476,19,184689,2,gold,false
081017478,F,61,68726,23,41681,5,bronze,false
121200158,F,50,152279,8,113173,10,gold,true
021303472,F,25,198686,15,104209,5,gold,true
041204726,M,30,121079,17,131829,9,bronze,false
011104209,M,47,125362,7,55819,6,gold,false
122106154,M,65,69977,15,118945,1,bronze,true
102006025,M,67,152582,11,173896,5,bronze,true
081204126,F,51,137417,2,64785,1,gold,true
125108942,M,30,57676,9,205550,6,gold,true
062104070,M,20,172861,9,131470,9,gold,false
053112220,F,54,60958,1,136694,7,bronze,false
083908381,F,45,134359,11,119847,9,silver,false
071922968,M,66,48957,7,218586,1,silver,true
122240450,M,65,73532,17,68292,9,bronze,true
063016154,M,53,34976,17,201783,10,gold,true
112201218,M,69,75110,6,41138,1,gold,true
122105252,M,48,173563,4,57520,8,gold,true
075907947,F,22,81497,6,147752,2,bronze,true
111304093,F,35,80025,5,217378,6,silver,false
063200928,M,49,143669,24,151378,9,silver,true
103101152,M,62,105715,1,79109,8,silver,true
123206817,M,35,117257,19,117388,10,silver,false
091905525,M,33,154593,12,139385,9,silver,false
113123560,M,25,183838,13,72873,2,gold,false
103101505,M,50,142133,5,148548,5,gold,true
053110374,F,33,118788,20,102106,3,bronze,true
221172610,M,20,52522,17,203656,9,silver,false
071112354,M,42,147481,4,191286,1,silver,true
022000020,M,56,143023,6,90044,10,bronze,true
084205889,F,29,36588,12,97041,3,gold,false
121142818,F,52,137098,17,42274,4,gold,false
071919117,F,32,154364,22,166446,9,silver,true
053104568,F,70,49861,8,56019,8,bronze,false
082905181,F,61,169588,18,86484,3,gold,false
314970664,F,36,195096,17,50396,3,bronze,true
113114647,M,33,78269,5,52455,4,gold,true
011400071,M,19,31769,14,181562,10,gold,true
072402704,F,27,140187,20,95631,9,bronze,true
071900948,M,52,109851,17,165916,4,gold,true
113124035,M,19,129640,1,161612,10,gold,true
103110237,M,18,64537,16,147910,3,silver,false
323270300,M,55,92636,20,73121,6,gold,true
036076150,F,21,62651,15,133535,10,silver,true
121181730,M,27,113965,16,193808,5,gold,true
064003768,F,67,97358,10,201472,5,bronze,false
061020317,M,63,35904,10,84672,8,bronze,true
051501299,M,54,70886,23,41763,9,bronze,true
122238242,M,36,118283,9,143586,7,gold,false
071922256,M,65,103543,15,41784,2,gold,true
226072647,M,34,37043,7,112424,9,silver,true
071006282,M,48,122634,13,124571,7,bronze,false
071921891,F,33,108441,4,201964,2,bronze,true
221270318,M,39,89194,2,45472,1,gold,true
021300420,M,58,67691,23,149943,2,silver,false
113023990,F,33,138383,6,169294,1,bronze,true
122402311,M,44,106132,2,129832,3,bronze,false
091409762,M,24,152903,16,160995,6,silver,true
041205673,F,70,156916,13,210400,2,gold,false
067014453,F,68,91044,10,146397,3,silver,false
041205673,M,59,160017,1,131916,4,gold,false
064103079,M,51,167730,13,203716,10,silver,true
122243127,F,29,164606,8,131018,5,gold,true
113014909,M,32,152835,6,219556,8,bronze,false
122240489,F,35,46403,2,158363,4,bronze,true
063106006,M,45,51883,24,195353,5,silver,true
211370448,M,33,44470,7,212207,2,bronze,true
211080851,M,41,174107,7,53313,8,gold,false
101000048,F,55,80822,8,70867,4,gold,false
092905498,M,54,133062,13,117866,5,silver,true
113024504,M,28,116630,12,66834,1,bronze,true
021109935,M,24,194566,22,99795,3,silver,false
271172987,M,24,118882,14,104791,3,bronze,false
091204255,M,43,115541,7,214939,8,gold,false
091400758,F,64,74821,13,183896,2,silver,true
011000015,M,20,60677,6,119126,4,bronze,true
053111674,F,35,75409,15,136161,2,silver,false
124300327,F,61,165312,24,43593,5,silver,false
111306758,M,66,88870,7,93568,3,silver,false
075900902,M,20,109354,3,173893,9,silver,true
075902722,F,32,188301,10,100610,8,gold,false
067012921,F,44,45431,20,42534,3,bronze,false
031000040,F,25,160844,22,134593,6,bronze,true
103109374,M,30,163341,2,199055,8,bronze,true
121143697,M,21,59735,15,49041,5,gold,false
122402311,F,59,85855,5,138313,7,gold,false
011300142,F,67,134893,3,58344,4,gold,true
104900048,M,38,68943,10,144769,4,silver,false
061092332,F,66,95583,20,164854,3,silver,false
063114386,M,57,111752,18,83696,8,silver,false
122105922,M,51,159332,11,149724,6,gold,true
322271096,F,41,112594,6,136004,7,bronze,true
053107989,M,59,99437,14,197108,10,bronze,false
071919463,M,65,103123,24,161586,3,bronze,false
031100089,M,37,139831,13,192777,3,gold,false
096017719,F,40,85197,6,64955,3,bronze,true
021101438,M,49,55747,3,99195,4,gold,false
026003353,F,18,83719,11,67121,1,bronze,true
091300023,F,35,135840,11,129168,5,silver,true
091204899,M,60,193456,10,100724,5,bronze,false
231170181,M,64,172639,13,169150,6,gold,false
074912577,F,69,72587,13,200078,6,bronze,true
256078446,F,36,83983,3,200022,1,gold,true
051400549,M,69,65157,7,156510,10,bronze,true
091310628,F,58,101070,20,167866,2,gold,true
275071408,M,50,54632,16,171417,3,silver,false
011306492,F,57,30289,20,115114,5,gold,false
043002900,M,32,40181,24,109549,7,gold,false
053110633,F,46,123699,14,213752,6,silver,true
103103147,M,41,89077,9,43501,10,gold,false
065302895,M,38,170534,1,155658,10,gold,false
111925074,F,68,42590,9,99493,8,gold,false
122187212,M,65,179592,5,160030,8,bronze,true
211370095,F,58,198990,9,217393,2,silver,true
072413298,F,30,105579,5,118669,2,bronze,true
122240418,F,69,154889,1,182967,6,bronze,false
104902363,F,67,162610,16,179565,3,gold,true
051000033,F,56,168426,19,195277,1,gold,false
071123518,M,51,129467,3,217765,3,silver,true
114908289,M,59,39321,6,214364,5,gold,false
073921323,F,52,173938,21,194332,1,gold,false
084201139,F,52,59994,11,217112,10,bronze,false
113012503,F,63,110855,24,54043,1,bronze,true
071900799,F,38,33225,11,137377,10,silver,true
092905537,F,70,96426,7,192370,8,silver,false
124084672,F,28,172942,24,61354,3,silver,false
061220146,F,39,178538,17,92980,6,bronze,false
111916452,F,70,94210,24,154441,3,silver,false
113024562,F,33,193197,4,43338,7,bronze,true
061102400,M,49,176442,7,201124,2,silver,false
101113676,M,24,88956,15,108785,3,gold,true
065305436,F,65,60601,20,87150,3,gold,true
061220489,F,70,134646,11,90441,6,bronze,true
067008579,F,63,31519,15,160639,5,bronze,false
061219830,F,38,46401,7,148812,8,gold,true
113113868,F,29,65903,4,145902,9,silver,false
073921226,M,34,195086,2,173812,10,silver,true
021301678,M,44,38815,12,219723,4,gold,true
026013165,M,58,94239,15,187595,10,silver,false
055003337,M,50,112424,24,217299,3,bronze,false
082907273,F,35,134369,24,63789,8,bronze,true
072413751,M,66,43272,20,201130,5,gold,true
111320925,M,22,121371,18,42334,4,silver,true
101104494,M,42,79066,19,123555,4,bronze,false
123206011,M,40,74928,22,77636,10,gold,false
091403140,F,20,38462,11,114668,6,bronze,true
091471635,F,63,195433,18,150027,9,gold,false
044115090,F,61,64290,21,118996,4,bronze,false
071908827,F,61,44299,1,47813,2,silver,true
122101191,M,36,85848,24,50164,7,bronze,false
091915612,F,29,153817,15,184688,3,gold,true
122039360,M,38,39929,3,142470,8,bronze,true
255072595,M,34,193959,4,140256,8,gold,false
125107008,F,51,39625,19,137653,9,gold,false
067016118,M,49,181278,16,119179,5,gold,true
084301107,M,39,139910,23,79493,4,bronze,false
281581047,M,30,58625,6,134063,1,bronze,false
101207773,F,65,63673,23,44530,7,silver,false
091917254,M,61,39888,3,64090,9,silver,true
067016118,F,29,177980,23,52747,2,gold,false
081517693,M,18,199273,8,211185,8,bronze,true
111919433,M,48,44621,7,88889,1,gold,false
041000153,F,57,152769,8,145301,8,gold,false
042104401,M,24,40694,4,82886,2,silver,true
072409888,F,28,162249,23,102224,2,gold,false
067003778,F,20,54113,22,212963,1,silver,false
071923284,M,69,41687,6,136644,7,gold,true
103107486,M,64,61653,17,199448,6,bronze,false
084202060,F,24,141416,14,212452,2,gold,true
281073555,F,24,143539,14,119010,9,bronze,true
021201943,M,24,64370,3,68486,5,bronze,true
031275998,F,66,135068,17,217214,1,silver,false
063113523,M,54,44968,24,82298,9,gold,false
221976861,F,60,48529,12,118410,5,gold,false
272471674,M,51,182281,22,103013,6,gold,false
021113086,F,29,155857,9,212725,1,bronze,true
073900580,F,70,97445,12,113960,2,silver,false
114012641,F,26,116179,11,186060,4,bronze,true
055002244,M,51,156193,3,75779,7,gold,true
102202078,F,28,71681,2,132855,1,silver,false
124300806,F,68,47863,14,209024,1,silver,false
111908004,M,51,191095,14,182226,9,gold,true
122105948,F,69,107650,13,86013,6,gold,true
011110701,F,52,173223,14,78125,10,gold,true
091405258,M,39,174442,13,79097,7,gold,true
071108313,F,49,59492,8,156127,6,silver,true
111926086,M,69,75543,17,137108,8,silver,false
061103920,M,32,47798,7,215369,3,silver,true
067008582,M,26,162960,13,149750,8,bronze,false
122244184,M,20,197966,15,85208,10,gold,false
101105927,M,23,80662,23,93539,9,bronze,true
021310326,M,49,192556,19,108534,9,silver,false
031176110,M,22,170331,24,131145,9,bronze,false
073912073,F,26,31069,4,106082,8,silver,false
064108605,F,68,138161,22,107393,3,gold,true
221471227,M,57,163358,11,84113,1,bronze,true
122402081,M,32,87517,21,106627,6,gold,false
211272546,F,52,81506,9,47392,3,gold,true
081221497,M,20,159770,13,205045,2,bronze,false
043317679,M,31,78849,12,183402,1,silver,false
022310422,M,63,146658,17,186951,2,bronze,false
053100355,M,53,34384,22,127080,10,silver,true
062202257,F,42,97247,20,184476,1,bronze,false
071902629,F,37,33849,4,80238,5,bronze,true
072403554,F,65,56965,6,87758,9,bronze,false
122487307,F,26,139100,12,101036,10,bronze,true
072402034,M,26,143881,12,178708,8,gold,true
101104122,M,53,198134,14,58139,4,gold,false
083914016,M,43,130661,12,199324,8,gold,false
071922340,M,30,112713,8,85405,4,bronze,true
091206101,F,43,191748,1,162301,6,bronze,true
074914452,F,63,163879,15,177631,8,gold,false
101101471,F,50,195505,18,165284,5,gold,true
122487307,F,18,95785,9,146126,7,bronze,true
091001157,F,20,182182,2,187463,8,bronze,true
091905813,M,26,73265,11,70063,1,bronze,false
053103640,F,23,134953,6,216591,7,gold,false
102103588,F,52,70987,2,183165,3,bronze,true
121202185,M,34,45216,24,140104,8,silver,false
026013165,M,30,125138,4,162541,3,gold,false
064102740,F,69,111502,7,82680,4,silver,false
051405528,M,38,80684,24,41887,3,silver,false
073921543,M,20,110088,24,86570,2,bronze,false
011401533,M,22,157935,17,168589,9,bronze,false
101001089,F,36,72594,21,101829,7,silver,true
221278721,M,67,63300,24,98486,4,bronze,true
091300010,F,43,103500,8,49825,2,gold,false
101000048,M,51,30102,8,113175,7,bronze,false
103104874,M,47,62686,2,87046,4,silver,true
031100490,F,21,72440,3,131551,8,gold,true
091205607,M,23,197185,7,157845,7,silver,false
065401107,M,56,124287,16,89607,2,silver,true
253171540,M,60,61713,10,212334,8,silver,true
075910659,F,48,129830,24,102646,1,gold,false
082001700,F,22,45652,2,181571,2,gold,true
071926870,M,40,117014,7,113594,6,bronze,true
064000020,F,20,97665,10,159171,4,bronze,false
061092332,M,40,122155,18,66881,7,silver,true
064202682,F,36,182636,23,175904,7,gold,true
103089834,M,33,55849,16,208535,6,bronze,true
104908163,M,56,49928,3,42301,5,bronze,false
103902717,F,65,39844,20,45423,5,bronze,true
313173349,M,51,93807,13,84097,3,silver,true
036076150,M,59,166875,7,185557,9,bronze,true
043000261,M,62,66825,3,183893,5,bronze,false
221371644,F,65,193983,24,97601,8,silver,true
102103588,F,23,54401,8,153587,9,gold,true
114922003,M,49,39604,17,109981,3,silver,false
122187212,M,25,174153,7,179012,5,bronze,false
053112631,F,66,63886,2,62226,6,silver,false
052100547,F,28,43428,8,51187,7,silver,false
061207839,F,69,192239,6,45256,5,silver,false
101102768,F,69,157208,21,182624,2,gold,false
092901078,M,44,173385,4,49512,8,silver,false
026002626,M,54,127652,2,159454,8,silver,true
053000196,M,22,57236,18,133492,6,bronze,false
042202196,F,37,129108,20,200080,2,silver,false
073911676,M,43,96624,2,162690,2,gold,true
083903690,M,57,162129,1,163876,3,silver,false
081204126,M,63,37698,8,48355,1,bronze,true
084300603,F,32,35021,5,94396,10,bronze,false
274970665,F,26,45602,6,159492,1,gold,false
221973563,M,51,109354,18,114591,3,silver,true
111010060,M,54,39234,15,89177,8,gold,true
065104116,F,35,192276,20,199000,7,bronze,true
104113709,M,42,100371,7,63028,7,gold,false
031304050,F,55,56038,9,72326,10,silver,false
102006407,F,60,111455,12,143099,5,silver,false
091917254,M,52,103063,1,217491,10,gold,true
211170185,F,39,190604,15,137878,3,bronze,false
102102013,F,31,70506,4,67667,2,silver,true
031301532,M,49,173034,7,211333,3,gold,false
072402199,M,56,87414,1,123230,8,silver,false
026014041,M,18,142462,7,149941,4,silver,true
043308468,F,60,191899,8,127888,1,silver,false
042207735,F,38,76558,20,86467,7,bronze,true
031318606,F,46,90771,11,110308,10,bronze,false
221981063,M,49,185270,13,78327,9,bronze,false
075009188,M,22,154774,15,146128,2,gold,false
102201244,F,61,129771,24,93308,2,silver,true
122487226,M,25,160303,8,191678,5,gold,true
074000010,M,35,124699,8,110414,7,gold,false
107005801,F,68,131713,9,50391,8,silver,true
121140713,M,44,52096,16,218393,10,gold,false
125103882,F,21,156295,8,75963,3,silver,false
091308481,M,49,151232,8,88068,1,bronze,false
091911548,M,21,55203,13,92145,1,gold,false
051402233,F,58,137303,23,153379,2,bronze,false
102005916,M,30,96539,20,175463,4,gold,false
086518749,M,27,120310,6,95989,4,bronze,true
103109840,M,23,162694,9,45747,6,gold,true
121141903,F,69,152227,9,45621,7,silver,true
071115801,M,29,40896,7,192438,9,silver,true
125108560,M,33,107440,8,183229,2,bronze,true
112201218,M,44,112746,10,204801,5,silver,false
122243321,M,23,47463,19,109448,1,gold,true
113002296,F,69,53881,22,175968,6,silver,true
104914160,F,61,183155,14,83769,1,bronze,false
081903524,F,53,50455,2,204595,4,gold,false
103102546,F,26,173911,2,139337,3,gold,false
031315007,M,70,135472,17,97608,7,gold,false
064202844,M,52,153152,2,90244,10,bronze,false
091206965,F,38,71445,14,161651,1,bronze,false
056004089,M,57,165840,14,164527,6,bronze,true
031317021,M,39,186789,5,55506,4,bronze,true
123206846,F,47,98192,4,81185,2,gold,true
053207902,F,34,110380,20,52852,2,gold,false
053112220,M,69,131352,24,123018,2,silver,true
102103562,F,63,127087,24,192673,8,gold,true
221371246,M,18,127128,14,218129,10,silver,true
071105002,F,38,82002,21,211550,8,gold,false
113103687,F,32,62131,5,116110,3,gold,true
307074098,F,49,86066,20,152031,1,gold,false
021206537,F,44,186430,6,56068,8,silver,false
104102574,M,36,51655,2,80370,3,gold,false
055001054,F,64,134919,16,153020,2,silver,false
091303376,F,62,76366,10,74128,5,silver,false
313170957,F,64,124026,7,210180,6,gold,false
082907273,M,34,90802,16,94620,5,bronze,true
075912233,M,40,133025,7,49017,1,gold,false
071922476,M,51,136405,23,118029,10,bronze,false
081505155,F,34,182663,7,121835,6,silver,true
064102397,F,66,175802,2,200379,4,gold,true
211170114,F,48,45348,9,67410,3,silver,false
062202134,M,69,101332,1,202348,3,bronze,true
052204346,M,21,125286,4,64037,5,silver,true
051501299,F,55,130058,7,174823,2,silver,false
051400646,F,60,108052,3,125565,3,gold,true
122040090,F,26,184348,1,117847,4,silver,true
073903312,F,20,67094,12,180848,7,silver,false
221270101,F,62,151828,18,193478,2,gold,true
113000939,M,19,53816,4,166053,4,bronze,false
104901827,F,38,59190,20,94051,5,bronze,true
056005363,F,66,63342,2,106754,8,gold,false
321170318,M,31,173447,5,120225,8,bronze,false
031302447,F,45,31617,24,191920,6,gold,false
113120291,F,54,78900,5,170386,5,silver,false
062202257,F,55,48583,23,171760,2,silver,false
103000240,F,23,78035,17,77059,5,gold,true
103102122,F,26,115419,23,140470,4,silver,true
322070019,M,23,195757,5,124840,5,silver,false
043317679,F,65,192685,24,142083,3,silver,true
055001122,M,45,154342,12,193419,7,gold,true
073922005,F,67,163138,1,184760,2,gold,false
084003654,F,64,139938,13,97230,9,silver,false
081204126,F,34,80605,9,194443,2,silver,true
084201223,M,20,174467,1,207062,3,gold,false
011104050,M,64,162464,19,118145,9,gold,true
081001714,M,27,131921,22,81846,7,silver,true
272471836,F,29,182089,13,78428,5,silver,true
113109377,F,61,80049,17,74258,9,gold,false
075902573,F,63,86410,6,89426,4,bronze,false
081000702,M,67,170789,15,73166,6,gold,false
226078065,M,42,181522,8,181913,10,silver,true
065300020,F,30,183573,11,87704,5,bronze,false
107001805,F,68,68431,7,204745,10,bronze,false
081503490,M,55,124395,1,69724,4,gold,false
061101333,M,34,91329,9,219660,3,bronze,false
311093120,F,63,58541,4,51315,9,bronze,false
103107046,M,35,131211,19,195460,2,bronze,false
